App;TestClass;TestFilePath;ProductionFilePath;RelativeTestFilePath;RelativeProductionFilePath;NumberOfMethods;Assertion Roulette;Conditional Test Logic;Constructor Initialization;Default Test;EmptyTest;Exception Catching Throwing;General Fixture;Mystery Guest;Print Statement;Redundant Assertion;Sensitive Equality;Verbose Test;Sleepy Test;Eager Test;Lazy Test;Duplicate Assert;Unknown Test;IgnoredTest;Resource Optimism;Magic Number Test;Dependent Test
Calculator;CalculatorTest.java;C:\Users\rperi\OneDrive\Universidad\Master\1º Semestre\Profundización en Ingeniería del Software\Ejercicios\Ejercicio 1\PROF-Calculator\src\test\java\es\upm\grise\profundizacion\CalculatorTest.java;C:\Users\rperi\OneDrive\Universidad\Master\1º Semestre\Profundización en Ingeniería del Software\Ejercicios\Ejercicio 1\PROF-Calculator\src\main\java\es\upm\grise\profundizacion\Calculator.java;est.java;java;8;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;0;0;0;0;4;0
