App;TestFileName;ProductionFileName;LOC;numberMethods;Assertion Roulette;Eager Test;Mystery Guest;Sleepy Test;Unknown Test;Redundant Assertion;Dependent Test;Magic Number Test;Conditional Test Logic;EmptyTest;General Fixture;IgnoredTest;Sensitive Equality;Verbose Test;Default Test;Resource Optimism;Duplicate Assert;Exception Catching Throwing;Constructor Initialization;Print Statement;Lazy Test
PROF-Calculator;CalculatorTest;C:\Users\Carlos Daniel\.jnose_projects\PROF-Calculator\src\main\java\es\upm\grise\profundizacion\Calculator.java;59;8;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
